SUBJECT	SESSION	ROW	SPEAKER	UTTERANCE
22	5	1036	C	maybe this one, here.
22	5	1037	C	um -- I going to take this one off -- too.
22	5	1045	C	little take one ###.
22	5	1046	C	need little one in.
22	5	1047	P	you need to put one in?
22	5	1049	C	this one in.
22	5	1050	P	last one.
22	5	1050	C	now this one.
22	5	1051	P	this one?
22	5	1078	P	one.
22	5	1080	P	one.
22	5	1082	P	one, two.
22	5	1085	P	one, two, --
22	5	1089	P	one, two, --
22	5	1092	P	that's one.
22	5	1160	P	press that blue one!
22	5	1182	C	the moving one?
22	5	1183	C	### the moving one?
22	5	1186	C	um -- the -- this moving one!
22	5	1193	C	this one.
22	5	1214	C	this one!
22	5	1228	C	this one my movie tape.
22	5	1229	C	we have this one.
22	5	1230	C	it's have this one.
22	5	1231	C	I have this one movie.
22	5	1233	C	it's a little one.
22	5	1237	C	we have this one.
22	5	1239	C	it's like this one.
22	5	1240	C	you want to see this one?
22	5	1265	P	is it that Snow_White one?
22	5	1266	P	this one?
22	5	1268	C	that one.
22	5	1303	C	these one?
22	5	1304	C	I want this one.
22	5	1306	C	this ones.
22	5	1307	C	what is this one?
22	5	1415	C	### little ### big one.
22	5	1416	P	that's a big yellow one.
22	5	1417	C	yeah, big yellow one.
22	5	1420	P	remember yesterday we found a pink one down+stairs, but we didn't know where the cap was?
22	5	1425	P	the pink one that's probably down in the basement.
22	5	1427	C	I find that one.
22	5	1428	C	I find that one now.
22	5	1430	P	we can't find it one now.
22	5	1445	C	this one.
22	5	1488	C	this one?
22	5	1504	C	it's like blue like this one.
22	5	1600	C	that a big one.
22	5	1748	C	one, two, three, four.
22	5	1750	C	a baby one here too.
22	5	1751	C	a baby one there.
22	5	1753	P	oh, there's a baby one in the background.
22	5	1755	P	there's four big ones.
22	5	1759	C	and a other baby one.
22	5	1761	C	a brother one.
22	5	1767	P	four big trees and some little ones behind it?
22	5	1813	C	this one.
22	5	1814	C	and this one -- too.
22	5	1816	C	I like this one too!
22	5	1834	C	in this one.
22	5	1836	P	it's on that one too.
22	5	1840	C	this one go in.
22	5	1843	C	and this one.
22	5	1849	C	you want this one?
22	5	1850	C	this one?
22	5	1852	C	now this one?
22	5	1857	C	and this one.
22	5	1859	C	one, two ###.
22	5	1861	C	this is one police+man.
22	5	1912	C	this one?
22	5	1915	P	I know, but it's -- it's a Sponge_Bob one that's way too hard.
22	5	1924	C	one, two, ###!
22	5	1940	C	one, two.
22	5	1941	C	one, two.
22	5	1942	P	one, two.
22	5	1961	P	when you're older we can do this one, ok?
22	5	1989	C	### this is a ### one.
22	5	1992	C	this is a ### one.
22	5	1993	C	### do this one.
22	5	1994	P	one.
22	5	1996	C	I can do this one.
22	5	1998	P	one.
22	5	2011	C	I pick up one second.
22	5	2013	P	you'll pick it up in one second?
22	5	2014	P	well -- one second's up.
22	5	2016	C	one second's up.
22	5	2019	C	one ###.
22	5	2021	P	one.
22	5	2023	C	I put this one in there.
22	5	2026	P	you take that and put it all the -- other ones.
22	5	2027	C	one here.
22	5	2035	C	there's one and ### two.
22	5	2046	C	I want to ### this one.
22	5	2047	C	this one.
22	5	2050	C	one.
22	5	2070	P	one.
22	5	2094	C	### that one and --
22	5	2120	C	this one's very yummy.
22	5	2140	C	I ### show the other one.
22	5	2141	C	the other one.
22	5	2199	P	that's a harder one.
22	5	2257	C	### this one.
22	5	2266	C	this one?
22	5	2386	C	yeah, this one.
22	5	2392	C	how do get this one -- for me?
22	5	2420	C	this one.
22	5	2486	P	there ### one boot.
22	5	2487	P	I don't know where the other one is?
22	5	2488	P	maybe it's in one of the drawers.
22	5	2489	C	this one?
22	5	2490	P	no, maybe in one of yours or Zevvy's drawers.
22	5	2508	C	this is not a baby one.
22	6	44	C	there's stuff in this one too!
22	6	148	C	and this one -- has -- um.
22	6	150	P	what does the other one have?
22	6	153	C	and a other one has green and another one.
22	6	183	C	I have one in here.
22	6	184	P	you have one in there?
22	6	220	C	### and this one's --
22	6	221	C	I don't know what this one is.
22	6	280	C	this one.
22	6	283	C	another one.
22	6	362	C	this one.
22	6	403	C	this one's -- this one's little and this one and these are big.
22	6	420	C	now this one.
22	6	456	P	"'hey, Buddy_Bert,' says Ernie -- one day."
22	6	527	C	now this one.
22	6	535	C	now these ones apart.
22	6	595	P	one.
22	6	627	P	or you want to do one of your puzzles?
22	6	631	P	ooh the hard one now.
22	6	653	P	no one?
22	6	659	C	I think this one can go.
22	6	672	C	I got a rain+bow one!
22	6	674	P	there's another one.
22	6	679	P	let's put all the rain+bow ones together.
22	6	684	C	this one go ###.
22	6	692	P	I think that one might go.
22	6	705	C	a thin one!
22	6	733	C	look at the other one!
22	6	753	C	no another one here and another one here.
22	6	778	P	take that one.
22	6	842	C	this one's ### start going to break.
22	6	863	C	now this one.
22	6	922	C	now this one and this -- piece.
22	6	972	C	this one again.
22	6	984	C	I can't bring this one.
22	6	1008	C	I think this one -- goes on here.
22	6	1014	P	I wasn't going to pick that one but you were correct.
22	6	1033	C	I think this one goes over there.
22	6	1042	P	I think we're missing one piece of the rain+bow.
22	6	1097	P	that is a one.
22	6	1112	C	and this one's the pig and this one -- ### --
22	6	1113	P	let's find part of this one.
22	6	1124	C	I -- I think this one go there.
22	6	1156	C	this the baby one.
22	6	1157	C	the Tatti one.
22	6	1166	C	first, this one.
22	6	1172	C	it's still ### ones.
22	6	1177	C	this one ### on this side.
22	6	1180	C	this one goes on --
22	6	1182	C	this one.
22	6	1286	C	### these ones?
22	6	1287	P	you got to take one at a time and rub it on -- to make sure all the crumbs are off.
22	6	1288	P	one at a time, sweetie.
22	6	1303	P	you want to wipe off the last one?
22	6	1314	C	I want one -- about elephants.
22	6	1386	C	this is my one favorite book.
22	6	1634	C	oh, I have ### one.
22	6	1643	P	oh, here's one!
22	6	1693	C	I don't have it -- how to do the other one.
22	6	1694	C	a ### find the other one.
22	6	1695	C	maybe I can -- I can find the other one.
22	6	1696	P	maybe you can find the other one?
22	6	1725	P	the one before --
22	6	1735	P	one.
22	6	1736	C	one.
22	6	1740	P	one.
22	6	1740	C	oh, one.
22	6	1745	C	one, two.
22	6	1787	P	one, two, three --
22	6	1994	C	but this one broke because I took it off.
22	6	1996	P	put it down on the lower ones ###.
22	6	1998	P	on a lower one.
22	6	2000	C	see this one is on top and this is goes on top.
22	6	2003	P	goes on the next one.
22	6	2005	C	hm, this one?
22	6	2007	C	and this one goes on the bottom too?
22	6	2013	C	and this one -- that one's on top.
22	6	2066	C	I was looking for that one.
22	6	2068	C	this one's going be your cup.
22	6	2136	C	and I see what this one does.
22	6	2138	C	and I see if this one hangs too.
22	6	2141	C	and this one should be here.
22	6	2142	C	and this one should be here.
22	6	2144	C	and this one should be here.
22	6	2145	C	and this one should be here.
22	6	2146	C	this one should be here.
22	6	2147	C	and this one should be here.
22	6	2148	C	and this one should be here.
22	6	2151	C	but this one goes --
22	6	2153	C	and this one ### over here.
22	6	2213	C	this is the magic one.
22	6	2286	C	this one.
22	6	2305	C	I -- I have -- I ### get this one.
22	7	11	P	no one knows you?
22	7	37	P	now press one.
22	7	38	C	one.
22	7	44	P	one.
22	7	46	P	now one.
22	7	47	C	one.
22	7	50	P	one time.
22	7	62	P	one.
22	7	63	C	one again.
22	7	152	C	and this one --
22	7	157	C	one toe?
22	7	158	C	one big toe.
22	7	160	P	you got one big toe.
22	7	169	C	Molly's the big one broke off.
22	7	176	C	yeah but -- her -- she scratched her other big one -- nail, um -- nail, um --
22	7	354	P	one side's not ###.
22	7	402	C	is there one on that one?
22	7	408	C	what -- is there a number on that one?
22	7	413	C	and what's on this one?
22	7	418	P	what's on that one?
22	7	423	P	one, two, three --
22	7	441	C	what's on this one?
22	7	442	C	oh, a two one.
22	7	443	P	two ones.
22	7	445	C	one --
22	7	448	P	two ones next to each other are eleven.
22	7	473	C	which one's the ###?
22	7	491	P	that was a one and a zero.
22	7	493	C	one and a zero.
22	7	502	P	one two three four five sex seven eight nine --
22	7	524	C	one, two, three.
22	7	561	P	and what's that one?
22	7	591	C	other ones!
22	7	731	P	should I go upstairs and get one of the new library books?
22	7	734	P	you wanting to read one of them?
22	7	738	C	the other ones broke off.
22	7	744	C	this one.
22	7	751	C	one.
22	7	777	P	what are the two ones next to each other?
22	7	798	C	one two.
22	7	812	C	which ones?
22	7	813	C	these ones?
22	7	829	P	is that the lid to that one or to the bus one?
22	7	830	P	oh that's the lid to Zevvy's car one.
22	7	898	C	but I can charge it and a different one.
22	7	901	C	I have a big one.
22	7	1016	P	there's one with an airplane on it by any chance?
22	7	1018	C	### that one.
22	7	1106	C	this one?
22	7	1267	P	yeah, it's the first one I've met.
22	7	1291	P	oh, in one of Zevvy's -- books or something or --
22	7	1390	P	you're putting all of them in one!
22	7	1577	P	well I wanted to give you one.
22	7	1578	P	if you had gone the pische I could have given you one!
22	7	1588	C	which one?
22	7	1679	P	"sleep well, my little one."
22	7	1783	P	"sleep well my -- little one."
22	7	1784	C	### get all of my one --
24	5	101	C	one, two.
24	5	102	C	one seated, um, in my box.
24	5	252	P	we can build another one.
24	5	342	P	what's this one?
24	5	418	P	give me another one.
24	5	419	P	here's one.
24	5	515	P	ok -- give me another one.
24	5	621	C	this one?
24	5	656	C	I put that one there.
24	5	665	P	you're the one that made it fall!
24	5	910	P	you can't bite that one.
24	5	921	P	what's this one?
24	5	952	P	they break like the one you broke yesterday.
24	5	958	P	here, let's take this one.
24	5	959	P	take this one.
24	5	967	P	want to do another one?
24	5	968	C	how about this one?
24	5	969	P	ok, let's do this one.
24	5	971	C	I like this one.
24	5	975	C	### -- this one.
24	5	985	P	do you want to put on one more?
24	5	986	C	yeah, put on one for me.
24	5	987	C	###, how about this one?
24	5	1009	C	### put one there.
24	5	1013	P	now, I think that's all the easy ones.
24	5	1015	P	we'll find some more easy ones later, ok?
24	5	1093	C	this one.
24	5	1094	C	not this one seat?
24	5	1095	C	this one seat?
24	5	1097	P	this one seat.
24	5	1544	C	one, ###.
24	5	1803	C	this one?
24	5	1804	C	### this one.
24	5	1805	C	### go this one.
24	5	1806	C	look at this one.
24	5	1846	C	and I want to put one.
24	5	1850	P	so that one's going in front?
24	5	1853	P	that one is mine.
24	5	1866	P	and that one?
24	5	1867	P	where you going to put that one?
24	5	1890	P	which one's h@l?
24	5	1954	C	where is another one?
24	5	2009	C	this one.
24	5	2016	P	can you put the next one on?
24	5	2023	P	I'll do this one, you do the next one, ok?
24	5	2037	P	want to build one from the ground up?
24	5	2053	C	this one.
24	5	2203	C	one, two, three!
24	5	2221	C	this one.
24	6	234	C	this one's fixed.
24	6	235	P	this one's -- the purple one's are fixed?
24	6	559	P	the red ones are easier?
24	6	612	P	### that one.
24	6	613	C	this one's a big one.
24	6	625	C	who's one?
24	6	627	C	who's one?
24	6	628	P	who's one?
24	6	630	P	who do you mean, who's one?
24	6	632	C	one.
24	6	633	P	Ernie's one?
24	6	703	P	you going to cut that one?
24	6	723	C	and that blue one.
24	6	1294	P	which one's me?
24	6	1296	P	which one can I be?
24	6	1300	P	can I be this one?
24	6	1302	P	or this one?
24	6	1303	C	this one.
24	6	1304	P	this one?
24	6	1354	C	where the one to catch?
24	6	1889	C	the yellow one.
24	6	1890	P	the yellow one?
24	6	1993	C	this one Hungry_Monsters.
24	6	2005	C	"one fell off and bumped his head!"
24	6	2010	P	"one fell off -- "
24	6	2010	C	"one fell off, bumped his head!"
24	6	2015	P	"one fell off and bumped his head!"
24	6	2015	C	"one fell off, bumped his head!"
24	6	2019	P	"one fell off and bumped his head."
24	6	2019	C	"one fell off, bumped his head!"
24	6	2025	P	"one ugly monster jumping on the bed."
24	6	2026	C	"one fell off, bumped his head."
24	7	46	P	I wonder where the other one is.
24	7	54	P	let me tear this one out.
24	7	65	P	what's this one?
24	7	68	P	what's that one?
24	7	99	C	this one.
24	7	106	P	now you get to pick one more.
24	7	116	P	now we'll open one --
24	7	123	P	like you use for the other one.
24	7	337	P	you got to point to each one.
24	7	386	P	which one do you want?
24	7	643	P	you want to use this one?
24	7	766	C	I don't -- um, you make one.
24	7	767	P	make one?
24	7	799	P	each one -- each canister has to go in a hole.
24	7	801	P	put another one in.
24	7	807	C	### the other ones.
24	7	831	P	which one are you going to do?
24	7	875	P	which one you want to --
24	7	946	P	which one next?
24	7	957	C	I have one more.
24	7	967	P	now which one?
24	7	968	P	the one with the um --
24	7	969	P	let's do a tough one.
24	7	971	P	which one do you want to do?
24	7	980	P	oh, that one's a tough one.
24	7	981	P	that one -- that one's a tough one there.
24	7	982	C	this one?
24	7	1014	P	is one of, oops --
24	7	1015	P	is one of these twig?
24	7	1033	C	one, two, three.
24	7	1036	P	no, one, two --
24	7	1087	P	you found that one.
24	7	1116	P	what -- which ones are these?
24	7	1126	P	which one of these is pig?
24	7	1127	P	which one?
24	7	1128	C	that one.
24	7	1135	P	how about this one?
24	7	1144	P	how about this one?
24	7	1146	P	what's this one?
24	7	1150	P	and how about this one?
24	7	1187	C	one, two, three, four, five.
24	7	1189	P	you got to count each one.
24	7	1193	C	one, two, three, four, five, six, seven.
24	7	1281	C	one, two, three, four, five, six, seven, eight.
24	7	1284	P	let's make one more and see what happens.
24	7	1297	P	read -- no, read this one.
24	7	1305	C	one, two, three, four, five, six, seven, eight, nine, ten.
24	7	1307	P	you got one more.
24	7	1312	P	which one do you want?
24	7	1334	C	one, two, three, four --
24	7	1336	P	count each individual one.
24	7	1337	C	one, two, three, four, five, six.
24	7	1338	P	no, you're counting that one twice.
24	7	1340	C	one, two, three four --
24	7	1344	C	one, two, three, four, five, six, seven, eight, nine, ten.
24	7	1434	P	one.
24	7	1480	C	one, two ###.
24	7	1505	P	one.
24	7	1533	C	one.
24	7	1539	C	one.
24	7	1555	P	one.
24	7	1587	P	so you're going to go one arm down -- and this arm up.
24	7	1615	P	one.
24	7	1642	C	one, two, three, four.
24	7	1644	C	one, two, three, four, five six, seven, eight, nine.
24	7	1668	P	one, two, three, four, five, six, seven, eight, nine, ten.
24	7	1741	P	we made one at the doctor's office the other day.
24	7	1830	P	one two three children!
24	7	2307	P	I ### that one ### paper.
24	7	2378	C	look, she has one eye.
24	7	2380	P	I like that one eye.
24	7	2509	P	the other one.
24	7	2568	P	daddy drew that one.
24	7	2601	P	this one for me?
24	7	2604	P	that one for me?
25	5	118	C	oh no, other one.
25	5	185	P	here's one foot and here's the other --
25	5	189	C	a new one.
25	5	190	P	make a new one?
25	5	202	C	the one.
25	5	250	C	that one
25	5	262	P	oh, here's one.
25	5	315	C	a other one.
25	5	316	C	a other one.
25	5	317	C	a other one.
25	5	336	C	the other one.
25	5	381	C	the other one.
25	5	396	C	another one.
25	5	397	C	oh, the other one.
25	5	401	C	other one.
25	5	418	C	the one.
25	5	439	P	here look, I found another one.
25	5	445	P	look it, I found another one.
25	5	447	P	I'm making one too.
25	5	452	P	um -- Jacob, here's another one.
25	5	465	P	mommy's making one too.
25	5	556	C	a one.
25	5	582	C	other one.
25	5	631	C	the other one.
25	5	680	C	a one.
25	5	816	P	you like that one better?
25	5	821	C	oh oh other one.
25	5	852	C	long one.
25	5	853	P	yeah, they're long ones.
25	5	1088	C	a one.
25	5	1090	C	a one.
25	5	1121	P	one more time and that's it.
25	5	1133	C	one more.
25	5	1188	C	one more.
25	5	1189	C	one more.
25	5	1286	P	one.
25	5	1287	C	one.
25	5	1346	P	one.
25	5	1375	P	one.
25	5	1375	C	one.
25	5	1511	C	one.
25	5	1532	C	one.
25	5	1590	P	or this one?
25	5	1592	P	here, your favorite one is the first one.
25	5	1596	C	other one?
25	5	1625	C	a one.
25	5	1626	C	one.
25	6	6	P	you put all -- the orange ones away.
25	6	8	P	put the orange ones away.
25	6	9	P	I've got the yellow ones.
25	6	28	P	Jacob, can you get that one?
25	6	33	P	can you give me that orange one?
25	6	58	P	ok, which one's this one?
25	6	63	P	ok, which one's orange?
25	6	64	P	this one or this one?
25	6	65	C	this one.
25	6	66	P	what's this one, then?
25	6	67	C	no, this one.
25	6	68	P	which one is that?
25	6	76	C	a green one.
25	6	77	P	a green one?
25	6	87	P	what do you want to do with that one?
25	6	94	P	now how do you think it's going to make it -- from that one to that one?
25	6	119	P	why don't you take that and put it on this one?
25	6	213	P	ok, which one?
25	6	230	C	where is this one and this one?
25	6	492	P	let's use that one.
25	6	517	P	you want that one to go round and round?
25	6	528	P	I need a short one.
25	6	529	P	can you help me find a short one Nate -- Jake?
25	6	532	P	you want that one?
25	6	534	P	this one.
25	6	542	P	oh, that one?
25	6	559	P	well, we can connect both of them to this one.
25	6	566	C	another one.
25	6	568	C	a one.
25	6	570	C	a curve one.
25	6	571	P	where does this one go?
25	6	572	P	let's get a short one.
25	6	573	P	ooh, a short one.
25	6	574	P	a shorter one ###
25	6	586	C	I want the other one.
25	6	611	P	oh oh, no wonder one of these things are broken.
25	6	615	P	this one's lighter.
25	6	616	P	let's try this one.
25	6	625	P	let's try this one, Jake.
25	6	674	C	other one.
25	6	687	C	no no, this one arrow.
25	6	800	P	we may need another one over here.
25	6	871	P	this one is bad.
25	6	946	P	want to try to make a new one with a tunnel?
25	6	1001	P	I don't know how were going to make the tunnel stay but we'll figure that one out later.
25	6	1036	P	next one.
25	6	1037	P	get the orange and the red one.
25	6	1181	C	Jacob can have -- have one.
25	6	1182	C	Jacob can have -- have one.
25	6	1183	C	just not daddy can't have one.
25	6	1184	C	not daddy can have one.
25	7	90	P	in this one
25	7	290	P	hey Jacob, look at this one.
25	7	347	P	and does this go with one of your video games?
25	7	382	P	one more time.
25	7	391	P	a bridge of one of the car things?
25	7	660	P	because they won't all fit for one, and two, they're not all yours.
25	7	924	P	this one here.
25	7	930	P	yeah, we got to put one there.
25	7	1001	P	this is going to be a hard one, Jake.
25	7	1014	P	I want to make a -- find a bigger one than this one.
25	7	1025	C	I found a big one.
25	7	1051	C	I -- I want these small ones.
25	7	1052	C	I want the small ones.
25	7	1063	C	this one.
25	7	1067	P	oh no no, one's good.
25	7	1070	C	want two one.
25	7	1074	C	two one.
25	7	1076	C	### one.
25	7	1110	P	but I can't connect it to that one, honey.
25	7	1111	C	want that one.
25	7	1112	C	want that one.
25	7	1113	C	I said this one.
25	7	1131	C	you see another one?
25	7	1133	P	here's a long one.
25	7	1139	C	no, the small one.
25	7	1140	P	can we put the long one there?
25	7	1146	P	I don't know why I thought a longer one would work.
25	7	1175	P	that one will fit right there.
25	7	1176	P	ok, I got the other one right there.
25	7	1177	C	no, this one.
25	7	1178	C	not this one.
25	7	1179	C	the other one.
25	7	1180	C	this one.
25	7	1182	C	this one.
25	7	1242	C	no, where is another one?
25	7	1257	C	because another one right here.
25	7	1258	P	I tried putting one there.
25	7	1267	C	that one?
25	7	1269	C	that one?
25	7	1270	P	that one.
25	7	1271	C	this one.
25	7	1272	C	that one fit right there.
25	7	1274	C	I want this one.
25	7	1281	P	well, that's because that's -- that's not made for that one.
25	7	1282	P	yeah, we're not going to be able to fit that one there, honey.
25	7	1284	C	it's this one.
25	7	1285	C	that one can fit.
25	7	1308	C	where's there another one?
25	7	1318	C	want -- want -- want to get another one right here.
25	7	1319	C	want to get another one right here.
25	7	1320	C	want to get another one right here.
25	7	1338	C	this one -- this one up here.
25	7	1359	C	mommy, ### another one right here?
25	7	1501	C	this other one?
25	7	1665	P	daddy did that one?
25	7	1692	C	get one.
25	7	1694	C	one.
25	7	1698	C	one.
25	7	1710	C	one.
25	7	1713	C	one.
25	7	1721	C	one.
25	7	1842	P	### one of your pencils.
25	7	1852	C	that one?
25	7	1853	C	this one?
25	7	1854	C	this one?
25	7	1888	P	that one?
25	7	1905	P	which one is the biggest?
25	7	1911	C	this one.
25	7	1913	P	which one is the tallest?
25	7	1914	P	that one?
25	7	1916	P	get another one.
25	7	1922	P	is that the tallest one?
25	7	1924	P	or is this the tallest one?
25	7	1926	C	that's a -- that's a small one.
25	7	1927	P	that's a small one, right.
25	7	1928	P	is this the tallest one?
25	7	1935	C	I -- I want to take another one.
25	7	1947	P	this one?
25	7	1949	P	or this one?
25	7	1951	P	or this one?
25	7	1952	C	this one.
25	7	1953	P	which is the tallest one in this row?
25	7	1954	C	this one.
25	7	1955	C	this one.
25	7	1989	P	in this row, which one's the tallest?
25	7	1990	C	this one.
25	7	1993	P	one two three four.
25	7	1994	P	which one's the tallest?
25	7	1995	C	this one.
25	7	1998	P	ok, which one's the tallest?
25	7	2001	P	one down.
25	7	2052	P	do you want another one?
25	7	2078	C	oh, this the right one.
25	7	2084	P	want to do another one?
25	7	2099	P	oh, you want this one?
25	7	2123	C	want the white one.
25	7	2126	C	### get the white one?
25	7	2140	C	this one.
25	7	2142	C	this purple one.
25	7	2143	C	this purple one right here.
25	7	2144	C	make the -- make the green -- purple one.
25	7	2150	C	make the black crayon the purple one.
25	7	2158	C	three purple one.
25	7	2159	P	three purple ones?
25	7	2165	P	now what's one down?
25	7	2167	P	but a one.
25	7	2176	P	that one?
25	7	2196	C	next is this one.
25	7	2197	C	next is this one.
25	7	2199	P	this one?
25	7	2200	C	### this one.
25	7	2201	P	and this one?
25	7	2202	C	next is this one.
25	7	2203	C	next is this one.
25	7	2205	C	next is this one.
25	7	2213	C	next is this one.
25	7	2240	C	no, that other one.
25	7	2277	P	is that the one?
25	7	2315	C	I want ### this one.
25	7	2328	P	which one is white?
25	7	2335	C	that -- no, this one.
27	5	11	P	we'll get to that one.
27	5	26	P	here's one.
27	5	36	P	and there's one more hiding in there.
27	5	44	P	which one did you want to do first?
27	5	45	P	want to do this one?
27	5	107	P	one at a time.
27	5	118	P	do you want the yellow ones?
27	5	134	P	one at a time.
27	5	141	P	one more time.
27	5	170	P	mommy will take out one of the maracas.
27	5	175	P	you want the blue one?
27	5	322	P	which one do you want to draw on?
27	5	391	P	oh, it's a baby one compared to this big one.
27	5	409	P	I'll color one little thing on his hat.
27	5	429	P	I get all the baby ones?
27	5	433	P	and you get all the big ones, huh?
27	5	491	C	a pink go in the big one.
27	5	492	P	a pink one?
27	5	535	P	I'll draw -- I'll do one button and you do the another button.
27	5	542	P	ok, mommy does one -- and then you do the last one.
27	5	545	P	now you do the last one.
27	5	575	P	that's a broken one.
27	5	624	C	one.
27	5	627	P	that's a big one.
27	5	628	C	### one big one.
27	5	647	P	ones that are kind of broken.
27	5	793	P	let's put these -- the big ones in the bag and the little ones go in the bag too!
27	5	922	P	oh, I think there are some more green ones.
27	5	974	P	one's a little lower.
27	5	983	P	guess we're going to have to put this one up here.
27	5	991	P	this one has wings.
27	5	1037	P	should we build -- one single tall tower?
27	5	1045	P	we could build one red and one yellow.
27	5	1096	P	mom's going to put some red ones.
27	5	1102	P	I see one over there.
27	5	1103	P	can you hand me that one?
27	5	1116	P	here's one.
27	5	1117	P	there's one over there.
27	5	1119	P	how -- where are my red ones?
27	5	1184	P	we'll have daddy home+ one more day.
27	5	1271	P	one, two, three, four, five.
27	5	1294	P	one, two, three, four.
27	5	1411	P	you're going to have to crawl under the table and get all the yellow ones.
27	5	1444	P	one more?
27	5	1446	C	one more.
27	5	1447	P	one more?
27	5	1456	P	one more.
27	5	1472	P	which one are you going to dance to?
27	5	1492	P	one block.
27	5	1543	P	which one?
27	5	1546	P	which one?
27	5	1548	P	which one?
27	5	1569	P	that's not a good one to dance to.
27	5	1635	P	which one do you like best?
27	5	1784	P	ok, one more song and then we'll read books.
27	5	1787	P	one more song.
27	5	1847	P	ok, this is the last one then.
27	5	1848	P	let me -- fast forward it and then this is the last one, ok?
27	5	2019	P	which one do you want to read first?
27	5	2026	P	which one do you want first?
27	5	2048	P	this one's what color?
27	5	2052	P	"'one of my reindeer is sick,' he told the Wiggles sadly."
27	5	2061	P	"'trying to sing without one of us would be like driving on three tires,' Anthony said."
27	5	2084	P	and he's got one of his reindeer with him
27	5	2174	P	which one do you like best?
27	5	2214	P	"'if you can Wiggle here, you can wiggle anywhere,' one said."
27	5	2343	P	how about one more?
27	5	2373	P	"one little monkey reads the recipe."
27	5	2396	P	"one little monkey reads the recipe."
27	5	2413	P	"one little monkey spills the oil."
27	5	2426	P	"one little monkey reads the recipe."
27	5	2452	P	the one is drawing.
27	5	2484	P	"one little monkey says, 'Do you smell something burning?'"
27	5	2521	P	"'here comes the fire+truck,' says one little monkey."
27	5	2528	P	"'it's not a fire,' sniffs one little monkey."
27	5	2540	P	one --
27	5	2542	P	one, two --
27	5	2562	P	"but my birth+day is tomorrow -- in one more day!"
27	5	2584	P	"one little monkey whispers, "We can bake another cake tomorrow.'"
27	5	2631	P	you broke one?
27	5	2640	P	what color was that one that broke?
27	5	2744	P	I'm blowing a yellow one.
27	6	14	C	I doing this one.
27	6	17	P	do that one?
27	6	21	P	no, that one takes water.
27	6	22	P	we -- we won't do that one.
27	6	40	C	do this one.
27	6	53	P	those ones.
27	6	71	C	one, two, three, four, five.
27	6	93	P	uh, I don't think we do those ones today.
27	6	150	C	one, two.
27	6	183	C	this one!
27	6	186	C	this one.
27	6	187	P	that one?
27	6	197	P	I'm never seen one of those.
27	6	229	P	one, two.
27	6	240	P	we'll let this one dry.
27	6	347	P	you use that one and mommy will make -- use this one.
27	6	523	P	the other one looks a little more like a butter+fly.
27	6	540	P	once we have one hand, then we don't touch the other hand.
27	6	573	P	we'll have to get one more paper towel once we stand up.
27	6	574	P	and mommy will get one --
27	6	652	P	because those don't stick on top of these ones like ours do.
27	6	654	C	there one more ### too.
27	6	655	P	one more in there?
27	6	679	P	why don't you make your Muddy_Mountain and I'll make one too.
27	6	681	P	what each one's mountain looks like, ok?
27	6	701	P	build a tall mountain and then we'll build a smaller one behind it.
