SUBJECT	SESSION	ROW	SPEAKER	UTTERANCE
22	6	1831	P	touch five.
22	6	1844	P	four.
22	6	1895	C	I have two of these.
22	6	2118	C	I have two cups.
22	7	39	P	three.
22	7	40	C	three.
22	7	42	P	you pressed three twice.
22	7	45	P	three.
22	7	48	P	four.
22	7	49	C	four.
22	7	52	P	nine.
22	7	53	C	where's nine?
22	7	54	C	nine.
22	7	56	P	nine.
22	7	57	C	nine again?
22	7	59	P	three.
22	7	60	C	three again.
22	7	65	P	two.
22	7	66	C	two.
22	7	67	P	nine.
22	7	68	C	nine again?
22	7	70	P	and five.
22	7	71	C	a five again.
22	7	72	P	five we didn't do yet.
22	7	73	P	where's five?
22	7	74	C	five.
22	7	77	P	five.
22	7	161	C	and two big toes.
22	7	400	C	seven.
22	7	404	C	three.
22	7	405	C	I'm three!
22	7	407	P	you are three.
22	7	423	P	one, two, three --
22	7	423	C	three, four!
22	7	425	P	that's number four.
22	7	426	C	four means family.
22	7	430	P	what four people are in our family?
22	7	442	C	oh, a two one.
22	7	443	P	two ones.
22	7	448	P	two ones next to each other are eleven.
22	7	449	C	six!
22	7	451	P	that's a six.
22	7	451	C	six cards.
22	7	453	C	see six cards.
22	7	454	C	um -- six foot.
22	7	455	C	six cards.
22	7	458	C	ooh, there's two girls.
22	7	460	C	two!
22	7	463	C	two!
22	7	468	C	eight.
22	7	477	C	seven.
22	7	478	P	it looks like a seven but it's a letter.
22	7	494	P	what number comes after nine?
22	7	496	C	what comes after -- oh it's nine!
22	7	498	P	what number comes after nine?
22	7	502	P	one two three four five sex seven eight nine --
22	7	502	C	five six seven eight nine --
22	7	503	C	ten!
22	7	505	C	it's ten.
22	7	506	P	that's a number ten.
22	7	506	C	ten bats!
22	7	508	P	ten bats.
22	7	509	C	we see ten bats.
22	7	513	C	seven strawberries.
22	7	515	P	the number seven.
22	7	520	C	six.
22	7	521	P	six.
22	7	524	C	one, two, three.
22	7	527	C	three.
22	7	529	C	I'm three.
22	7	530	C	five bats.
22	7	737	C	here is two page.
22	7	752	C	two.
22	7	753	C	eight.
22	7	754	P	what happened to three?
22	7	758	C	oh a six.
22	7	759	P	six, right.
22	7	760	C	six.
22	7	763	C	seven.
22	7	766	C	letter um -- three.
22	7	767	C	where's two?
22	7	769	P	that's ten.
22	7	770	C	ten.
22	7	777	P	what are the two ones next to each other?
22	7	789	C	ooh, two!
22	7	791	C	two twos.
22	7	793	C	I mean, two --
22	7	795	P	two twos.
22	7	797	C	two twos!
22	7	798	C	one two.
22	7	799	C	two twos!
22	7	801	C	two twos!
22	7	802	C	two twos!
22	7	821	C	seven.
22	7	1378	P	you're using two toothpicks.
22	7	1803	P	I was hoping Heidi would be here so I could run out for five minutes and pick up Zevvy.
24	5	101	C	one, two.
24	5	453	P	airplane has two words, -- jet and airplane -- and plane.
24	5	454	P	three words.
24	5	1488	P	it has three wheels.
24	5	2195	C	um -- you three.
24	5	2196	P	I'm three?
24	5	2202	P	how many candles do I have -- if I'm three?
24	5	2203	C	one, two, three!
24	5	2211	C	um, three, four, five.
24	6	169	P	so I put two fingers at the bottom and I put a thumb in here.
24	6	173	P	two fingers at the bottom -- and a thumb in there.
24	6	1032	C	I looking for -- five, six, seven, eight, nine, ten.
24	6	1280	C	two.
24	6	1281	C	three.
24	6	1368	P	oh, it needs three batteries.
24	6	1369	C	three batteries?
24	6	2003	P	"five ugly monsters."
24	6	2009	P	"four ugly monsters jumping on the bed."
24	6	2009	C	"four ugly monsters jumping on the bed."
24	6	2014	P	"three ugly monsters jumping on the bed."
24	6	2018	P	"two ugly monsters jumping on the bed."
24	7	104	P	pick two more.
24	7	152	P	do you remember when we painted and we added two colors together?
24	7	160	P	we mixed two colors together.
24	7	162	P	and when you mix two colors together, like you're doing right now, you get a different color sometimes.
24	7	544	P	now we need to mix all three of those together.
24	7	552	P	these three.
24	7	553	P	those three.
24	7	564	P	and mix those three colors together.
24	7	944	P	now you're doing three of them, Zoe.
24	7	1011	P	ok, I'm give you three cards.
24	7	1013	P	I'll give you three things to -- see.
24	7	1028	C	I got four things!
24	7	1029	P	you got four things.
24	7	1031	P	ten?
24	7	1032	P	we'll try to get ten.
24	7	1033	C	one, two, three.
24	7	1035	P	you got a -- you got four.
24	7	1036	P	no, one, two --
24	7	1037	P	you got five, Zoe.
24	7	1038	P	you got five things over there.
24	7	1040	C	ten.
24	7	1041	P	ten.
24	7	1042	P	let's do ten.
24	7	1043	P	what rhymes with ten?
24	7	1046	P	what -- what else rhymes with ten?
24	7	1052	P	sake and ten rhyme?
24	7	1057	P	shell and ten?
24	7	1068	C	train and ten.
24	7	1069	P	train and ten.
24	7	1089	P	where are the ten?
24	7	1186	P	which two are you going to put together now?
24	7	1187	C	one, two, three, four, five.
24	7	1193	C	one, two, three, four, five, six, seven.
24	7	1194	P	so you have seven of them.
24	7	1195	P	ok you going to make ten of them?
24	7	1281	C	one, two, three, four, five, six, seven, eight.
24	7	1283	P	a couple more to go and you'll have ten.
24	7	1305	C	one, two, three, four, five, six, seven, eight, nine, ten.
24	7	1306	P	so how many more -- how many more we you need -- how many more do we need to get to ten?
24	7	1334	C	one, two, three, four --
24	7	1337	C	one, two, three, four, five, six.
24	7	1340	C	one, two, three four --
24	7	1344	C	one, two, three, four, five, six, seven, eight, nine, ten.
24	7	1357	P	ten's enough?
24	7	1411	P	that makes two!
24	7	1414	P	that makes three!
24	7	1433	P	ok, I have to count to ten.
24	7	1435	P	two.
24	7	1436	P	three.
24	7	1437	P	four.
24	7	1438	P	five.
24	7	1439	P	six.
24	7	1440	P	seven.
24	7	1441	P	eight.
24	7	1442	P	nine.
24	7	1443	P	ten.
24	7	1480	C	one, two ###.
24	7	1506	P	two.
24	7	1507	P	three.
24	7	1508	P	four.
24	7	1509	P	five.
24	7	1510	P	six.
24	7	1511	P	seven.
24	7	1512	P	eight.
24	7	1513	P	nine.
24	7	1514	P	ten.
24	7	1534	C	two.
24	7	1535	C	five, six, seven, nine, ten.
24	7	1540	C	two.
24	7	1541	C	three.
24	7	1542	C	four.
24	7	1543	C	six, seven, nine, ten.
24	7	1556	P	two.
24	7	1557	P	three.
24	7	1558	P	four.
24	7	1559	P	five.
24	7	1560	P	six.
24	7	1561	P	seven.
24	7	1562	P	eight.
24	7	1563	P	nine.
24	7	1564	P	ten.
24	7	1616	P	two.
24	7	1617	P	three.
24	7	1618	P	four.
24	7	1642	C	one, two, three, four.
24	7	1643	C	seven, eight, nine, ten.
24	7	1644	C	one, two, three, four, five six, seven, eight, nine.
24	7	1668	P	one, two, three, four, five, six, seven, eight, nine, ten.
24	7	1830	P	one two three children!
24	7	1895	P	so they're going to do two things at the party.
24	7	2208	P	and you ate two bites of your sandwich.
25	5	462	P	I found two more.
25	5	490	P	there's two more.
25	5	1288	P	two.
25	5	1289	C	two.
25	5	1290	P	three.
25	5	1290	C	three.
25	5	1291	P	four.
25	5	1291	C	four.
25	5	1292	C	five.
25	5	1293	P	five.
25	5	1294	C	six.
25	5	1295	P	six.
25	5	1296	C	seven.
25	5	1297	P	seven.
25	5	1298	C	eight.
25	5	1299	P	eight.
25	5	1347	C	two.
25	5	1348	P	three.
25	5	1349	P	four.
25	5	1350	C	four.
25	5	1351	P	five.
25	5	1352	C	five.
25	5	1353	P	six.
25	5	1354	C	six.
25	5	1355	P	seven.
25	5	1355	C	seven.
25	5	1356	P	eight.
25	5	1356	C	eight.
25	5	1357	P	nine.
25	5	1357	C	nine.
25	5	1358	P	ten.
25	5	1376	P	two.
25	5	1376	C	two.
25	5	1377	P	three.
25	5	1377	C	three.
25	5	1378	P	four.
25	5	1378	C	four.
25	5	1379	P	five.
25	5	1379	C	five.
25	5	1380	P	six.
25	5	1380	C	six.
25	5	1381	P	seven.
25	5	1381	C	seven.
25	5	1382	P	eight.
25	5	1382	C	eight.
25	5	1383	P	nine.
25	5	1383	C	nine.
25	5	1384	P	ten.
25	5	1385	C	ten.
25	5	1480	C	two.
25	5	1481	C	three.
25	5	1482	C	four.
25	5	1483	C	five.
25	5	1484	C	six.
25	5	1485	C	seven.
25	5	1486	C	eight.
25	5	1487	C	nine.
25	5	1512	C	two.
25	5	1513	C	three.
25	5	1514	C	four.
25	5	1515	C	six.
25	5	1516	C	seven.
25	5	1517	C	eight.
25	5	1518	C	nine.
25	5	1539	C	eight.
25	5	1628	C	a five.
25	5	1629	C	yes, that five.
25	5	1630	C	a five.
25	5	1632	C	five.
25	5	1633	C	a four.
25	5	1634	C	a four.
25	6	47	P	oh, two.
25	6	411	C	two loops there.
25	6	555	P	this will be two more.
25	7	490	C	three -- three of them.
25	7	491	C	two ###
25	7	660	P	because they won't all fit for one, and two, they're not all yours.
25	7	700	P	oh, it's going to take us about five years to clean this room.
25	7	907	P	so are those your two bridges?
25	7	1060	C	three of them.
25	7	1066	C	two of them.
25	7	1068	C	three of them.
25	7	1069	C	want two of them.
25	7	1070	C	want two one.
25	7	1072	C	two -- two of them.
25	7	1073	C	two of them.
25	7	1074	C	two one.
25	7	1075	P	it's not going to work with two.
25	7	1516	P	thirty+nine or forty+nine?
25	7	1517	P	forty+nine?
25	7	1621	C	mommy, can make three Megawans?
25	7	1646	C	I want to make three -- three -- three -- three Megawans.
25	7	1670	C	I want to make three Megawans.
25	7	1672	C	fresh ### get three Megawans.
25	7	1699	C	two.
25	7	1700	C	three four five.
25	7	1701	C	six.
25	7	1702	C	seven.
25	7	1705	C	eight.
25	7	1706	C	nine ten.
25	7	1707	C	nine.
25	7	1708	C	four.
25	7	1709	C	two.
25	7	1714	C	two.
25	7	1715	C	three.
25	7	1716	C	four.
25	7	1717	C	five.
25	7	1722	C	two.
25	7	1723	C	three.
25	7	1724	C	four.
25	7	1725	C	five.
25	7	1726	C	six.
25	7	1727	C	seven.
25	7	1961	P	ok, what's three across?
25	7	1977	P	four --
25	7	1992	P	of these four trees.
25	7	1993	P	one two three four.
25	7	2010	P	number two.
25	7	2031	P	three across.
25	7	2041	P	now number four.
25	7	2046	P	what's number five across?
25	7	2149	P	what's two across?
25	7	2158	C	three purple one.
25	7	2159	P	three purple ones?
25	7	2168	P	that's two.
25	7	2253	C	three -- three purples.
27	5	28	P	think you have four there.
27	5	1225	P	count to three and then come find me.
27	5	1226	C	three.
27	5	1229	C	six.
27	5	1270	P	now count to five -- and I'll come find you.
27	5	1271	P	one, two, three, four, five.
27	5	1294	P	one, two, three, four.
27	5	1409	P	we got two bags to fill.
27	5	1930	P	mommy said four songs and we did four songs.
27	5	1989	C	two books.
27	5	1990	P	two books, ok.
27	5	2061	P	"'trying to sing without one of us would be like driving on three tires,' Anthony said."
27	5	2358	P	"five little monkeys wake up with the sun."
27	5	2360	P	"five little monkeys tip+toe past mommy sleeping."
27	5	2374	P	"two cups of flour -- three teaspoons of baking powder."
27	5	2390	P	"five little monkeys check on mommy."
27	5	2397	P	"add four eggs."
27	5	2398	P	"four little monkeys each get some eggs."
27	5	2399	P	"I have two eggs."
27	5	2399	C	two eggs.
27	5	2400	C	two eggs.
27	5	2401	P	"I have two eggs."
27	5	2402	P	"I have three eggs."
27	5	2403	C	three eggs.
27	5	2405	C	three eggs.
27	5	2406	P	" -- three eggs."
27	5	2423	P	"five little monkeys check on mommy again."
27	5	2446	P	"five little monkeys start to make a present."
27	5	2488	P	"five little monkeys race past mommy sleeping."
27	5	2533	P	"so five little monkeys and two firemen frost the cake."
27	5	2542	P	one, two --
27	5	2558	P	"five little monkeys and two firemen sing to mommy very very very loudly."
27	5	2564	P	"'oh no!' say five little monkeys."
27	5	2574	P	"five little monkeys, two firemen, and mommy think -- "
27	6	68	P	let's start with these six.
27	6	69	P	are there six?
27	6	71	C	one, two, three, four, five.
27	6	73	C	six.
27	6	74	C	six paint+.
27	6	75	P	six paints.
27	6	150	C	one, two.
27	6	225	C	orange two legs.
27	6	228	P	two legs.
27	6	229	P	one, two.
27	6	375	P	there are two Es there.
27	6	642	C	### two, um, heavy.
27	6	813	P	get some of the -- get some of the blocks with four.
27	6	854	P	how about get some more with four?
27	6	856	C	this four?
27	6	858	P	that's four.
27	6	885	P	you got to get some more of the four blocks.
27	6	887	P	get the fours.
27	6	888	P	can you get the one with four?
27	6	890	P	that's four, but -- they're not -- ok.
27	6	916	P	we'll make four walls.
27	6	985	P	then you know what I need is a -- one with four.
27	6	1211	C	make that two slide.
27	6	1212	P	two slides?
27	6	1237	P	with four of them?
27	6	1240	C	two.
27	6	1267	P	that's four.
27	6	1441	C	two block.
27	6	1442	C	three block what?
27	6	1443	P	three what?
27	6	1447	P	here's two of them.
27	6	1448	P	do we have three?
27	6	1449	P	I thought we only had two.
27	6	1452	C	have two now.
27	6	1605	P	two.
27	6	1609	P	two.
27	6	1610	P	three.
27	6	1611	P	four.
27	6	1612	P	five.
27	6	1613	P	six.
27	6	1614	P	seven.
27	6	1616	P	eight.
27	6	1617	P	nine.
27	6	1618	P	ten.
27	6	1660	P	three more!
27	6	1663	P	Twentyeight and three quarters!
27	6	1667	P	Twentynine and three quarters!
27	6	1764	P	let's put -- I think we put two of the straight ones --
27	6	1830	P	high five!
27	6	2090	C	two?
27	6	2131	P	and here are two more.
27	6	2213	P	we both have two pairs.
27	6	2218	P	mommy's got three pairs.
27	6	2232	P	mommy only has two because I didn't do it right.
27	6	2236	P	you have three of them so far.
27	6	2253	P	ok, you only can turn over two at a time.
27	6	2255	P	now try two more.
27	6	2265	P	now pick two other cards.
27	6	2367	C	and two Blues_Clues!
27	6	2368	P	two Blues_Clues?
27	6	2377	C	no, two dog have two Blues_Clues.
27	6	2378	P	two dogs are two Blues_Clues?
27	6	2397	C	three Blues_Clues!
27	6	2398	P	three Blues_Clues now?
27	6	2403	C	two bugs.
27	6	2404	P	two bugs?
27	6	2465	C	four ### -- Blues_Clues!
27	6	2466	P	four Blues_Clues.
27	6	2503	C	five Blues_Clues.
27	6	2516	P	has eight legs.
27	6	2555	C	### -- three.
27	7	265	C	two blacks.
27	7	657	C	one, two, three, four, five, six!
27	7	660	P	and five smaller eggs.
27	7	989	P	and it has -- four sides almost.
27	7	990	P	what shape has five sides?
27	7	993	P	how about eight sides?
27	7	1015	C	two.
27	7	1019	C	six.
27	7	1021	C	seven.
27	7	1029	P	that was the number eight.
27	7	1089	C	### three -- circles.
27	7	1090	P	three circles?
27	7	1203	P	three hours!
27	7	1528	P	now we've got three together.
27	7	2148	P	it was in the -- in between the two cushions on the couch!
27	7	2347	C	### -- only -- four.
27	7	2348	P	five -- oh only four?
27	7	2363	C	nine -- nine.
28	5	19	P	one, two, three, four.
28	5	96	P	one, two, three.
28	5	223	P	come on you two.
28	5	665	P	well after a day -- after two hours with the Cat_In_The_Hat -- smashing up the house.
28	5	901	P	a one, two, three, up.
28	5	1097	C	three.
28	5	1098	C	three.
28	6	665	C	eight, ###.
28	6	666	C	five, eight, one, two.
28	6	667	C	### eight.
28	6	795	C	hold two.
28	6	903	C	two -- two here.
28	6	904	C	two here.
28	6	909	C	two.
28	6	911	C	eight, seven.
28	6	912	C	eight, nine, ten.
28	6	1075	C	um, two.
28	6	1076	P	two?
28	7	336	P	it's two colors.
28	7	1397	C	two spoons.
28	7	1398	C	two spoons.
28	7	1399	C	two spoons.
28	7	1402	C	two.
28	7	1403	C	three --
28	7	1407	C	two!
28	7	1966	P	you have two couches over there she can sleep on.
28	7	1968	C	two couches.
29	5	93	P	and the seven dwarves say heighho heighho.
29	5	109	C	it's two five six.
29	5	110	C	it's five.
29	5	111	C	it's five six seven eight.
29	5	114	C	one two three.
29	5	115	P	three.
29	5	252	C	I got two.
29	5	254	C	it's ### two.
29	5	1298	C	two.
29	5	1299	P	take two of them?
29	5	1301	P	there are two here.
29	5	1338	C	um, I have two two two two two two two.
29	5	1359	C	two.
29	5	1360	P	two?
29	5	1361	C	let me take two.
29	5	1682	C	and I got two.
29	5	1777	P	you want to take two in?
29	5	1922	P	number five?
29	5	1926	P	five leaves.
29	5	1928	P	five leaves.
29	5	1953	P	number seven.
29	5	1959	P	eight soccer balls.
29	5	1972	P	two.
29	5	1979	P	two, three.
29	5	1980	C	four.
29	5	1981	C	five.
29	5	1982	C	six, seven.
29	5	1983	C	eight, nine.
29	5	1984	C	ten, eleven!
29	5	1998	P	can you find the number eight?
29	5	1999	P	where's the number eight?
29	5	2000	P	eight.
29	5	2001	P	do you see a number eight?
29	5	2005	P	eight soccer balls.
29	5	2008	P	three.
29	5	2009	P	do you know where the number three is?
29	5	2010	P	do you see our number three or are you just putting them all together?
29	6	79	C	two lions for you.
29	6	372	P	two Gs.
29	6	373	P	you have two Gs in your last name.
29	6	427	P	that would make a whole crayon if you put two pieces together.
29	6	567	C	one two three four five.
29	6	568	P	you think there's five?
29	6	647	C	where is the three bears and Goldilocks?
29	6	659	P	we can just have a tea+party with these three.
29	6	1094	P	does she say ok, you can ride him for two minutes and then I can ride him for two minutes.
29	6	1338	P	do you want to tell the story of the three bears?
29	6	1341	C	once upon a time there were three bears and then --
29	6	1342	C	and the bears came home+ and Goldilocks woke up and saw the three bears.
29	6	1525	C	one two three four five.
29	6	1526	P	five.
29	6	1698	P	eighty+nine cents
29	6	1747	C	one two three four five six seven.
29	6	1752	C	two.
29	6	1753	C	three,
29	6	1754	C	four.
29	6	1755	P	four.
29	6	1778	P	I need four quarters
29	6	1779	P	we need four of these to make a dollar.
29	6	1782	P	two.
29	6	1783	C	three.
29	6	1784	P	three.
29	6	1785	C	four.
29	6	1787	P	I need four orange ones.
29	6	1788	P	four quarters.
29	6	1792	P	I only need four.
29	6	1793	P	I have three,
29	6	1794	P	four.
29	6	1795	P	oh, I don't need five.
29	6	1798	P	all four of those are a dollar.
29	6	1805	P	five cents
29	6	1806	P	do you see a five?
29	6	1811	P	that's twenty+five cents
29	6	1814	P	that's another twenty+five cents.
29	6	1818	P	five cents
29	6	1819	P	there's a five on it.
29	6	1833	C	you need two blue ones?
29	6	1834	P	two nickels?
29	6	1847	C	two.
29	6	1848	P	two of them?
29	7	407	P	oh I get two.
29	7	714	C	three?
29	7	715	P	three?
29	7	716	P	you're three.
29	7	717	C	no, I'm not three.
29	7	718	C	I'm not three.
29	7	719	C	I'm three and Areal's birth+day.
29	7	720	C	and I'm five on Snow_White birth+day.
29	7	731	P	do you want to do four?
29	7	732	P	or three?
29	7	733	C	um, three.
29	7	734	P	three?
29	7	736	C	two.
29	7	739	C	those are not three.
29	7	740	P	those are three.
29	7	741	P	that's three.
29	7	745	C	four.
29	7	746	P	four.
29	7	750	C	four.
29	7	751	P	that was four last time.
29	7	752	C	five?
29	7	753	P	five.
29	7	760	C	two.
29	7	762	C	three.
29	7	763	P	I think there's more than three, isn't there?
29	7	767	C	two.
29	7	768	C	three.
29	7	769	C	four.
29	7	770	C	five.
29	7	771	C	six.
29	7	772	C	seven!
29	7	791	C	there's two.
29	7	801	P	one two three four five.
29	7	808	C	how about I take two away?
29	7	812	C	three.
29	7	813	P	three.
29	7	817	C	one two three four five.
29	7	818	C	five.
29	7	819	P	five?
29	7	821	P	I think there's four.
29	7	822	P	two, three four.
29	7	824	P	now there's five.
29	7	825	P	now there's six.
29	7	862	P	there's two.
29	7	922	C	I'm going to put two cakes on my plate.
29	7	923	P	why do you get two cakes?
29	7	925	P	oh, everybody gets two pieces of cake?
29	7	960	P	no, those are the other ones with three.
29	7	1010	C	oh, I'm going to fix Cinderella right in her spot because there's two Cinderellas so that matches.
29	7	1316	C	two.
29	7	1317	P	three.
29	7	1319	C	three.
29	7	1321	C	three.
29	7	1322	P	three.
29	7	1331	C	those are three babies.
29	7	1332	P	those are three babies.
29	7	1333	C	now you say watch me three babies.
29	7	1477	C	no -- no three times.
29	7	1478	P	three times?
29	7	1484	P	two.
29	7	1485	P	three.
29	7	1487	P	four.
29	7	1488	C	do -- do four again.
29	7	1489	P	I can't do four again.
29	7	1522	P	give me a high five?
29	7	1523	P	high five?
29	7	1694	P	and daddy's going to have three girls which will be very bad.
29	7	2019	P	ok, you can give me five.
29	7	2020	P	high five.
29	7	2023	P	high five.
29	7	2033	P	slide five?
29	7	2251	P	you have five bunnies?
30	5	719	C	two -- two apples.
30	5	720	P	"two apples."
30	5	721	C	three boats.
30	5	722	P	"three boats."
30	5	723	C	four cars.
30	5	724	P	"four cars."
30	5	725	C	five ###
30	5	726	P	"five kittens."
30	5	730	C	six cupcakes.
30	5	731	P	"six cupcakes."
30	5	732	C	seven hats.
30	5	733	P	"seven hats."
30	5	734	C	eight birds.
30	5	735	P	"eight birds"
30	5	736	C	nine --
30	5	740	C	nine fish.
30	5	741	P	"nine fish."
30	5	743	C	and ten balloons.
30	5	744	P	"and ten balloons."
30	5	749	C	two apples.
30	5	750	P	two apples.
30	5	752	C	three boats.
30	5	753	P	three boats.
30	5	755	C	four cars.
30	5	756	P	four cars.
30	5	758	C	five kittens.
30	5	759	P	five kittens.
30	5	761	C	six cupcakes.
30	5	762	P	six cupcakes.
30	5	764	C	seven hats.
30	5	765	P	seven hats.
30	5	767	C	eight birds.
30	5	768	P	eight birds.
30	5	770	C	nine fish.
30	5	771	P	nine fish.
30	5	773	C	and ten balloons.
30	5	774	P	and ten balloons.
30	5	782	P	two.
30	5	783	C	three.
30	5	784	P	three.
30	5	785	C	four.
30	5	786	P	four.
30	5	787	C	five.
30	5	788	P	five.
30	5	789	C	five -- five fingers.
30	5	790	P	five fingers.
30	5	1020	P	"I'm not two people, am I?"
30	5	1176	P	this is going to be a hard six weeks for all of us.
30	5	1195	P	"we need to hire a babysitter, I think, for six weeks so we can -- we can get you going on some toys."
30	5	1323	P	five.
30	6	123	C	two.
30	6	124	C	three.
30	6	125	C	four.
30	6	126	C	five.
30	6	127	C	six.
30	6	128	C	seven.
30	6	129	C	eight.
30	6	130	C	nine.
30	6	131	C	ten.
30	6	136	C	ten!
30	6	142	P	"yes, that will take two hands."
30	6	355	P	"two -- "
30	6	358	C	"three boats."
30	6	359	P	"three boats."
30	6	360	C	"four cars."
