ID	STORY	PAGE	DELIM	CLAUSES
459	B	0	0
460	A	6	6
460	B	10	10
461	A	6	6
461	B	4	4
462	A	2	2
462	B	0	0
463	A	8	8
463	B	5	5
470	A	6	6
470	B	4	4
471	A	9	9
471	B	12	12
473	A	6	6
473	B	6	6
474	A	8	8
474	B	10	10
475	A	8	8
475	B	6	6
476	A	5	5
476	B	10	10
477	A	0	
477	B	7	7
478	A	8	7
478	B	3	3
479	A	10	10
479	B	9	9
480	A	7	7
480	B	5	5
481	A	5	5
481	B	4	4
482	A	9	9
482	B	12	12
483	A	11	10
483	B	5	5
490	A	8	8
490	B	6	6
491	A	5	5
491	B	9	9
492	A	4	4
492	B	7	7
493	A	11	11
493	B	14	14
494	A	11	11
494	B	7	7
495	A	12	12
495	B	13	12
500	A	0	0
500	B	7	7
501	A	0	0
501	B	8	8
502	A	11	11
502	B	7	7
503	A	9	9
503	B	5	5
504	A	6	6
504	B	13	13
505	A	7	7
505	B	5	4
506	A	0	0
506	B	0	0
507	A	0	0
507	B	8	8
508	A	0	
508	B	11	11
509	A	15	15
509	B	10	10
510	A	16	16
510	B	17	16
511	A	8	8
511	B	6	6
512	A	8	8
512	B	8	8
513	A	14	14
513	B	9	9
520	A	5	5
520	B	6	6
521	A	7	7
521	B	8	8
522	A	2	2
522	B	2	2
523	A	6	5
523	B	1	1
524	A	5	5
524	B	0	0
525	A	1	0
525	B	0	0
526	A	0	0
526	B	0	0
527	A	0	0
527	B	0	0
528	A	4	4
528	B	0	0
529	A	11	11
529	B	10	10
530	A	10	10
530	B	10	10
531	A	5	5
531	B	8	8
532	A	0	0
532	B	0	0
533	A	7	7
533	B	10	10
534	A	4	5
534	B	0	0
535	A	6	6
535	B	8	8
536	A	6	6
536	B	6	6
537	A	9	8
537	B	10	10
538	A	5	2
538	B	5	5
539	A	2	2
539	B	1	1
540	A	9	9
540	B	12	12
541	A	5	5
541	B	7	7
542	A	6	6
542	B	5	5
543	A	0	
543	B	0	0
544	A	5	5
544	B	9	9
545	A	13	13
545	B	14	14
546	A	4	4
546	B	7	7
547	A	0	0
547	B	0	0
548	A	8	8
548	B	14	14
549	A	1	1
549	B	1	1
550	A	5	5
550	B	3	3
551	A	6	6
551	B	6	6
552	A	5	5
552	B	5	5
553	A	4	4
553	B	6	6
554	A	6	6
554	B	5	5
555	A	5	5
555	B	6	6
556	A	5	5
556	B	5	5
557	A	14	14
557	B	9	9
558	A	11	11
558	B	10	10
559	A	29	28
559	B	6	6
560	A	1	1
560	B	1	1
561	A	5	5
561	B	4	4
562	A	14	14
562	B	7	7
563	A	6	6
563	B	8	8
564	A	3	3
564	B	8	8
565	A	0	0
565	B	6	6
566	A	0	
566	B	0	0
567	A	5	5
567	B	6	6
568	A	8	8
568	B	8	8
569	A	4	4
569	B	7	7
570	A	9	9
570	B	5	5
571	A	6	6
571	B	0	0
572	A	7	7
572	B	9	9
573	A	4	4
573	B	5	5
574	A	0	
574	B	3	3
575	A	4	4
575	B	5	5
576	A	9	9
576	B	10	9
577	A	11	11
577	B	6	6
578	A	4	4
578	B	0	0
579	A	19	18
579	B	25	20
580	A	5	5
580	B	13	13
581	A	4	4
581	B	4	4
582	A	7	7
582	B	5	5
583	A	11	11
583	B	8	8
584	A	0	
584	B	1	1
585	A	0	0
585	B	0	0
586	A	4	4
586	B	6	6
587	A	0	0
587	B	0	0
588	A	7	7
588	B	6	6
589	A	6	6
589	B	6	6
590	A	0	
590	B	5	5
591	A	0	
591	B	0	0
592	A	1	1
592	B	0	0
593	A	0	0
593	B	0	0
594	A	0	0
594	B	0	0
595	A	0	
595	B	0	0
596	A	0	0
596	B	0	0
597	A	0	0
597	B	4	4
598	A	6	6
598	B	5	5
600	A	4	4
600	B	7	7
601	A	14	14
601	B	14	14
602	A	8	8
602	B	0	0
605	A	9	9
605	B	2	2
606	A	8	8
606	B	7	7
607	A	6	6
607	B	7	7
608	A	0	0
608	B	15	15
609	A	8	8
609	B	9	9
610	A	6	6
610	B	16	16
611	A	7	7
611	B	6	6
612	A	24	24
612	B	11	11
613	A	0	
613	B	0	0
614	A	0	0
614	B	1	1
615	A	2	2
615	B	4	4
616	A	1	1
616	B	0	0
617	A	0	
617	B	0	0
618	A	2	2
618	B	0	0
620	A	3	3
620	B	9	9
621	A	0	0
621	B	3	3
622	A	2	2
622	B	6	6
623	A	7	7
623	B	6	6
624	A	10	10
624	B	10	10
625	A	0	0
625	B	7	7
626	A	4	4
626	B	2	2
627	A	8	8
627	B	15	15
628	A	0	
628	B	6	6
629	A	5	5
629	B	5	5
630	A	11	11
630	B	11	11
631	A	7	7
631	B	4	4
632	A	12	11
632	B	13	13
633	A	9	9
633	B	11	11
634	A	10	10
634	B	9	9
635	A	13	12
635	B	10	10
636	A	0	0
636	B	0	0
637	A	0	
637	B	0	0
638	A	10	10
638	B	6	6
639	A	4	4
639	B	0	0
650	A	0	
650	B	3	3
651	A	7	7
651	B	5	5
652	A	9	9
652	B	7	7
653	A	10	10
653	B	11	11
654	A	5	5
654	B	8	8
655	A	7	7
655	B	5	5
656	A	16	16
656	B	9	9
657	A	6	6
657	B	8	8
658	A	9	9
658	B	27	27
659	A	7	7
659	B	7	7
662	A	9	9
662	B	7	7
663	A	10	10
663	B	11	11
664	A	7	7
664	B	6	6
665	A	9	9
665	B	4	4
666	A	5	5
666	B	8	8
667	A	4	4
667	B	6	6
668	A	8	8
668	B	8	8
669	A	5	5
669	B	6	6
670	A	5	5
670	B	5	5
671	A	10	10
671	B	8	8
680	A	11	11
680	B	5	5
681	A	8	8
681	B	7	7
683	A	7	7
683	B	12	12
684	A	6	6
684	B	6	6
685	A	6	6
685	B	11	11
686	A	9	9
686	B	0	0
687	A	11	11
687	B	7	7
688	A	8	7
688	B	9	9
690	A	9	9
690	B	9	9
691	A	5	5
691	B	4	4
692	A	14	14
692	B	16	15
693	A	14	14
693	B	8	8
694	A	9	9
694	B	6	6
695	A	7	7
695	B	5	5
696	A	11	11
696	B	19	19
